10,10,10,10,10,10,10,10,9,9,9,9,9,8,8,8,8,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,3,4,4,4,5,5,6,6,6,7,7,7,8,8,8,8,8,9,9,9,9,1048.tiff
25,25,25,25,24,24,24,23,22,22,21,20,19,18,18,17,16,16,15,15,15,14,14,14,14,13,13,13,12,11,11,10,9,9,8,8,7,7,7,7,8,9,10,11,13,15,16,18,20,22,24,26,27,29,30,31,32,32,32,32,32,32,32,31,31,30,30,29,29,28,28,28,28,28,28,28,28,28,28,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,29,29,29,28,28,1049.tiff
5,9,12,15,16,16,15,13,10,8,7,7,8,10,13,16,19,21,23,24,25,24,24,23,23,22,22,22,22,22,23,24,24,25,26,26,27,27,27,27,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,27,27,27,27,27,28,28,28,28,27,27,27,27,27,26,26,26,26,26,27,27,27,27,26,26,26,26,25,25,26,26,27,28,28,29,105.tiff
38,39,39,39,38,38,38,38,39,39,39,38,38,38,38,38,37,37,38,37,37,37,37,37,38,38,38,38,38,36,34,31,28,24,20,17,15,14,13,12,12,11,11,10,9,8,8,7,7,7,7,7,6,6,6,5,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,1,4,7,10,13,15,16,16,15,12,10,8,6,5,6,7,10,12,1050.tiff
7,6,5,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,7,8,8,8,9,9,9,10,11,11,12,12,13,13,14,14,14,14,15,15,15,14,14,14,14,13,13,12,1051.tiff
18,19,20,21,22,24,25,25,26,26,26,26,25,24,23,22,20,18,17,15,13,12,10,9,8,7,7,7,7,8,8,9,10,11,12,12,13,14,14,14,15,15,14,14,14,14,14,13,13,13,13,13,13,14,14,15,15,16,17,18,18,19,20,21,21,22,22,23,23,23,23,23,23,23,23,22,22,21,20,20,19,18,17,16,15,14,14,13,12,12,11,11,10,10,10,10,10,10,10,10,1052.tiff
3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,7,7,7,8,8,9,9,9,10,10,11,11,11,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,1053.tiff
17,17,16,16,16,16,16,16,16,15,15,15,15,15,14,14,14,13,13,13,13,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,10,9,9,9,9,9,8,8,8,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,6,6,7,8,8,9,10,11,12,13,14,16,17,18,19,20,22,23,24,25,26,27,28,28,29,29,30,30,31,31,31,31,31,31,30,30,30,1054.tiff
7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1055.tiff
9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,5,5,5,5,4,4,4,4,4,4,5,5,6,7,8,8,9,11,12,13,14,14,15,15,16,16,15,14,14,12,11,9,8,6,5,3,2,1,0,0,0,0,1,2,3,4,6,7,8,10,11,11,12,12,12,12,12,11,11,10,9,9,8,8,7,7,8,8,8,9,10,11,11,12,13,14,14,1056.tiff
7,7,7,7,6,6,6,5,5,5,5,4,4,4,4,4,4,3,3,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,7,8,8,9,9,10,10,11,12,13,14,15,17,18,19,20,21,21,21,21,1057.tiff
